crossing time (s)	slope (V/s)	crossing number
5467.448855	2.823405	3514
5468.450536	2.839476	3515
5469.471618	2.844952	3516
5470.479888	2.657028	3517
5471.500022	2.575599	3518
5472.506923	2.627306	3519
5473.523803	2.643369	3520
5474.532333	2.932270	3521
5475.557278	3.111872	3522
5476.567573	3.725758	3523
5477.592626	3.187394	3524
5478.603527	3.508395	3525
5479.624676	3.209364	3526
5480.632795	3.872704	3527
5481.653654	3.850334	3528
5482.664239	4.286538	3529
5483.687432	3.796116	3530
5484.694672	4.333900	3531
5485.715600	4.138063	3532
5486.724042	4.743216	3533
5487.747905	4.542275	3534
5488.755960	4.583189	3535
5489.778950	4.458525	3536
5490.784996	4.849939	3537
5491.809845	5.034773	3538
5492.815956	5.351787	3539
5493.842854	5.453372	3540
5494.847652	5.623451	3541
5495.875881	6.196264	3542
5496.878293	5.950014	3543
5497.906138	7.093004	3544
5498.909645	5.892741	3545
5499.939394	7.584503	3546
5500.941792	5.621667	3547
5501.974561	8.087793	3548
5502.964503	4.396976	3549
5504.007397	7.614415	3550
5504.998564	3.744445	3551
5506.032386	5.802269	3552
5507.033739	4.382971	3553
5508.045689	3.260196	3554
5509.061479	5.354234	3555
5510.086056	3.753193	3556
5511.090187	5.929064	3557
5512.117354	4.582089	3558
5513.119190	6.207916	3559
5514.145887	5.100222	3560
5515.148923	6.403140	3561
5516.175207	5.294107	3562
5517.178314	6.409643	3563
5518.205780	5.438137	3564
5519.208034	6.491356	3565
5520.235258	5.495716	3566
5521.236772	6.681281	3567
5522.265527	5.650948	3568
5523.266779	6.682659	3569
5524.293095	5.848083	3570
5525.294553	6.816222	3571
5526.321575	5.979613	3572
5527.322390	6.955417	3573
5528.350156	6.248687	3574
5529.352262	7.201054	3575
5530.378886	6.763811	3576
5531.382572	7.547832	3577
5532.406590	7.132900	3578
5533.409103	7.944430	3579
5534.434560	7.730815	3580
5535.438329	8.244946	3581
5536.460250	8.307120	3582
5537.468244	8.836511	3583
5538.488515	8.889499	3584
5539.497342	9.173353	3585
5540.517157	9.227785	3586
5541.525479	9.455560	3587
5542.542376	9.568282	3588
5543.555317	9.626915	3589
5544.571186	9.671096	3590
5545.584697	9.723974	3591
5546.598123	9.774204	3592
5547.612117	9.753988	3593
5548.625180	9.761974	3594
5549.641283	9.962286	3595
5550.655021	9.910237	3596
5551.670488	9.989381	3597
5552.682765	10.005047	3598
5553.697530	10.038421	3599
5554.710114	10.084294	3600
5555.725615	10.288173	3601
5556.739614	10.388060	3602
5557.754969	10.436352	3603
5558.768370	10.591298	3604
5559.782622	10.673090	3605
5560.794708	10.592648	3606
5561.809879	10.770561	3607
5562.823815	10.690623	3608
5563.836374	10.742278	3609
5564.851398	10.841549	3610
5565.861884	10.783205	3611
5566.879987	10.793676	3612
5567.890038	10.516933	3613
5568.911267	10.819448	3614
5569.917518	10.461355	3615
5570.941427	11.087755	3616
5571.946544	10.787765	3617
5572.970147	11.644650	3618
5573.976141	11.055267	3619
5574.999543	12.522644	3620
5576.004451	11.329378	3621
5577.028404	12.662726	3622
5578.032659	11.623597	3623
5579.055969	13.043206	3624
5580.059923	11.757949	3625
5581.084846	13.325125	3626
5582.087481	11.819522	3627
5583.112674	13.507197	3628
5584.115801	11.914821	3629
5585.140159	13.339977	3630
5586.142860	11.780935	3631
5587.168515	13.261667	3632
5588.169917	11.853578	3633
5589.194612	13.173412	3634
5590.197649	11.620093	3635
5591.224205	13.227089	3636
5592.226132	11.480005	3637
5593.250493	12.962838	3638
5594.253740	11.410003	3639
5595.279971	12.969853	3640
5596.280466	11.311383	3641
5597.307254	13.120747	3642
5598.308131	11.112030	3643
5599.334616	12.621543	3644
5600.335265	10.929045	3645
5601.362160	12.354282	3646
5602.361453	10.706427	3647
5603.386844	12.093662	3648
5604.388367	10.962308	3649
5605.412938	12.077748	3650
5606.415115	10.931100	3651
5607.438132	11.541284	3652
5608.441044	10.745577	3653
5609.462740	11.451040	3654
5610.469824	11.285025	3655
5611.487854	11.728390	3656
5612.496911	11.406597	3657
5613.514748	11.720917	3658
5614.525785	11.659233	3659
5615.542600	11.991339	3660
5616.553887	11.780416	3661
5617.568398	12.138433	3662
5618.581461	12.294901	3663
5619.594326	12.155328	3664
5620.609287	12.438764	3665
5621.621912	12.426478	3666
5622.635012	12.411895	3667
5623.649035	12.378977	3668
5624.661151	12.377357	3669
5625.676458	12.556174	3670
5626.690180	12.681987	3671
5627.702622	12.753947	3672
5628.716913	12.669709	3673
5629.730286	12.657341	3674
5630.744577	12.681957	3675
5631.759578	12.598030	3676
5632.771211	12.715790	3677
5633.786618	12.751463	3678
5634.797403	12.854279	3679
5635.814696	12.940495	3680
5636.824086	12.691003	3681
5637.843384	12.720190	3682
5638.852340	12.417021	3683
5639.872060	12.607731	3684
5640.878621	12.587279	3685
5641.900168	12.934508	3686
5642.907948	12.821336	3687
5643.929504	13.445937	3688
5644.935975	12.927131	3689
5645.959127	13.854532	3690
5646.962137	13.252255	3691
5647.985879	14.128441	3692
5648.989905	13.684064	3693
5650.012369	14.661935	3694
5651.017854	14.053781	3695
5652.040124	14.942990	3696
5653.047396	14.077535	3697
5654.067762	15.055544	3698
5655.072477	14.208307	3699
5656.094372	15.108369	3700
5657.098484	14.691815	3701
5658.121660	15.332254	3702
5659.126865	14.712141	3703
5660.147332	15.360518	3704
5661.154368	14.510550	3705
5662.174193	15.080596	3706
5663.179565	14.638375	3707
5664.200655	15.201609	3708
5665.207370	14.791012	3709
5666.228182	15.302898	3710
5667.234810	14.734206	3711
5668.256158	14.933873	3712
5669.260179	14.542249	3713
5670.281710	14.731437	3714
5671.287502	14.554019	3715
5672.308027	14.817561	3716
5673.315259	14.518109	3717
5674.334951	14.689512	3718
5675.342811	14.162046	3719
5676.362676	14.220864	3720
5677.370343	13.902996	3721
5678.388828	14.050472	3722
5679.396699	14.021556	3723
5680.416566	14.011379	3724
5681.425760	13.834548	3725
5682.443286	13.832225	3726
5683.453064	13.522083	3727
5684.470195	13.592036	3728
5685.480055	13.574750	3729
5686.497285	13.750424	3730
5687.507859	13.806746	3731
5688.523946	13.836755	3732
5689.536909	13.706272	3733
5690.551823	13.691148	3734
5691.564662	13.682107	3735
5692.578923	13.693270	3736
5693.591444	13.808305	3737
5694.605811	13.854869	3738
5695.618895	13.906858	3739
5696.633656	13.881824	3740
5697.646826	13.809094	3741
5698.661151	13.750844	3742
5699.673177	13.683821	3743
5700.687336	13.916954	3744
5701.700241	13.871652	3745
5702.715848	13.985230	3746
5703.728312	14.022466	3747
5704.744665	13.907028	3748
5705.755272	13.944728	3749
5706.771184	13.967300	3750
5707.780934	13.847790	3751
5708.798482	13.996668	3752
5709.808372	13.976587	3753
5710.828282	14.250743	3754
5711.835820	13.967666	3755
5712.854363	14.277695	3756
5713.861740	14.006837	3757
5714.881661	14.305498	3758
5715.889521	14.271517	3759
5716.909740	14.599621	3760
5717.916547	14.476778	3761
5718.937219	14.817916	3762
5719.945050	14.457081	3763
5720.965409	14.819938	3764
5721.970705	14.512642	3765
5722.991770	14.936592	3766
5723.997665	14.681374	3767
5725.020632	15.088502	3768
5726.025973	14.787975	3769
5727.047708	15.100696	3770
5728.050796	14.719441	3771
5729.073791	14.975250	3772
5730.079251	14.876302	3773
5731.100189	14.979945	3774
5732.106445	14.820212	3775
5733.129639	15.062150	3776
5734.132592	14.782783	3777
5735.155518	15.047053	3778
5736.160637	14.712231	3779
5737.183216	15.040467	3780
5738.189280	14.714621	3781
5739.209039	14.958186	3782
5740.214665	14.859150	3783
5741.236022	14.916197	3784
5742.242788	14.697394	3785
5743.264167	14.959629	3786
5744.270881	14.682845	3787
5745.291248	14.839325	3788
5746.298049	14.701182	3789
5747.318448	14.872128	3790
5748.324664	14.650348	3791
5749.344894	14.837456	3792
5750.353205	14.571028	3793
5751.371776	14.692338	3794
5752.380128	14.551098	3795
5753.398902	14.715029	3796
5754.406737	14.538910	3797
5755.425245	14.608040	3798
5756.434392	14.458733	3799
5757.451548	14.501416	3800
5758.462679	14.400345	3801
5759.478191	14.466882	3802
5760.490600	14.366576	3803
5761.506592	14.407512	3804
5762.518920	14.399908	3805
5763.533925	14.485625	3806
5764.546579	14.493540	3807
5765.561057	14.496333	3808
5766.572922	14.421385	3809
5767.587091	14.403908	3810
5768.599827	14.323983	3811
5769.615560	14.508758	3812
5770.627856	14.482739	3813
5771.642679	14.510442	3814
5772.653719	14.371665	3815
5773.668729	14.614185	3816
5774.680498	14.500009	3817
5775.698243	14.572048	3818
5776.707910	14.481301	3819
5777.726473	14.626194	3820
5778.736560	14.620917	3821
5779.753633	14.703923	3822
5780.762658	14.541499	3823
5781.780421	14.771678	3824
5782.789554	14.812292	3825
5783.808082	14.921529	3826
5784.817147	14.708628	3827
5785.835930	14.982649	3828
5786.844036	14.701054	3829
5787.864318	15.097556	3830
5788.870479	14.815534	3831
5789.890285	15.145635	3832
5790.898219	14.923044	3833
5791.918549	15.014682	3834
5792.922308	14.930240	3835
5793.943562	14.850502	3836
5794.949474	14.906199	3837
5795.970004	14.558717	3838
5796.975750	14.770410	3839
5797.996996	14.365023	3840
5799.003840	14.382990	3841
5800.024937	14.136923	3842
5801.029406	14.061008	3843
5802.053195	13.920499	3844
5803.057388	14.006945	3845
5804.079767	13.966312	3846
5805.083653	13.994020	3847
5806.106568	13.935711	3848
5807.111158	13.929938	3849
5808.134432	14.002235	3850
5809.139423	13.938850	3851
5810.160896	14.212115	3852
5811.165796	14.168344	3853
5812.187705	14.344653	3854
5813.193462	14.114265	3855
5814.214566	14.314523	3856
5815.219051	14.308445	3857
5816.240738	14.269665	3858
5817.246576	14.254677	3859
5818.265938	14.194408	3860
5819.274176	14.186114	3861
5820.292058	14.100975	3862
5821.301005	14.099930	3863
5822.318891	14.000953	3864
5823.328183	13.885661	3865
5824.345713	13.744632	3866
5825.354667	13.877244	3867
5826.372243	13.885977	3868
5827.381659	13.985525	3869
5828.398888	13.801801	3870
5829.409456	13.673283	3871
5830.426878	13.697473	3872
5831.436627	13.753794	3873
5832.452944	13.708675	3874
5833.463115	13.707325	3875
5834.479449	13.690115	3876
5835.489874	13.645593	3877
5836.505392	13.653032	3878
5837.516319	13.568438	3879
5838.533275	13.555115	3880
5839.543545	13.577207	3881
5840.559904	13.590555	3882
5841.571745	13.675511	3883
5842.587249	13.675367	3884
5843.597701	13.538368	3885
5844.613572	13.453947	3886
5845.624600	13.428408	3887
5846.640806	13.411919	3888
5847.650435	13.506917	3889
5848.667490	13.513425	3890
5849.677015	13.486835	3891
5850.694409	13.328985	3892
5851.704424	13.283795	3893
5852.722444	13.225706	3894
5853.730454	13.297253	3895
5854.750875	13.234638	3896
5855.756524	13.299608	3897
5856.779142	13.316831	3898
5857.783551	13.253134	3899
5858.804700	13.225853	3900
5859.809436	13.199762	3901
5860.830175	13.126365	3902
5861.836141	13.257492	3903
5862.857381	13.239178	3904
5863.863694	13.243434	3905
5864.884743	13.194940	3906
5865.890586	13.129837	3907
5866.913003	13.050697	3908
5867.916519	13.057885	3909
5868.938324	13.043853	3910
5869.942463	13.118136	3911
5870.966393	13.011516	3912
5871.971041	13.106257	3913
5872.984581	12.817244	3914
5873.996428	12.886346	3915
5875.019397	12.849037	3916
5876.023133	12.923322	3917
5877.045564	12.813998	3918
5878.050711	12.892677	3919
5879.072703	12.879126	3920
5880.077844	12.737935	3921
5881.099779	12.716795	3922
5882.103854	12.688996	3923
5883.126251	12.754649	3924
5884.131335	12.798513	3925
5885.152075	12.824533	3926
5886.159387	12.806846	3927
5887.180243	12.749222	3928
5888.186503	12.678066	3929
5889.205329	12.603791	3930
5890.213147	12.622865	3931
5891.231963	12.554121	3932
5892.239778	12.759375	3933
5893.258281	12.692177	3934
5894.267262	12.636707	3935
5895.286040	12.485875	3936
5896.293661	12.457223	3937
5897.310798	12.380522	3938
5898.320798	12.561991	3939
5899.337579	12.585267	3940
5900.348912	12.507391	3941
5901.366839	12.535334	3942
5902.374092	12.263827	3943
5903.392991	12.281012	3944
5904.402583	12.299052	3945
5905.416468	12.396055	3946
5906.428141	12.422828	3947
5907.445502	12.377548	3948
5908.456317	12.373846	3949
5909.471380	12.305909	3950
5910.482747	12.278463	3951
5911.498776	12.078910	3952
5912.509839	12.226096	3953
5913.525192	12.219972	3954
5914.536241	12.327392	3955
5915.552731	12.282008	3956
5916.563276	12.146810	3957
5917.580760	12.032273	3958
