time (s)	coil I (A)	last det (V)	int current (uC)
8970.876215	0.092996	0.212349	4288.159180
8970.877275	0.089908	0.212349	4383.461914
8970.878172	0.089956	0.212349	4464.152344
8970.879030	0.089963	0.212349	4541.340820
8970.880109	0.089963	0.212349	4638.411133
8970.881075	0.089960	0.212349	4725.312012
8970.881968	0.090066	0.212349	4805.740723
8970.882961	0.090022	0.212349	4895.132324
8970.884011	0.090004	0.212349	4989.636230
8970.884909	0.089919	0.212349	5070.383789
8971.879882	1.074174	0.245188	467.265503
8971.880760	1.555862	0.245188	1833.312134
8971.881625	1.550541	0.245188	3174.529785
8971.882608	0.933944	0.245188	4092.596924
8971.883557	0.101953	0.245188	4189.350586
8971.884450	0.089810	0.245188	4269.550293
8971.885362	0.090040	0.245188	4351.666992
8971.886323	0.090103	0.245188	4438.255371
8971.887246	0.089996	0.245188	4521.321777
8971.888113	0.090033	0.245188	4599.380371
8971.889058	0.089832	0.245188	4684.270996
8971.889994	0.089930	0.245188	4768.445801
8971.890914	0.089960	0.245188	4851.208984
8971.891793	0.090040	0.245188	4930.354492
8972.899791	1.076624	0.220933	469.407867
8972.900675	1.556602	0.220933	1845.443604
8972.901595	1.549460	0.220933	3270.947266
8972.902567	0.883909	0.220933	4130.106445
8972.903491	0.099181	0.220933	4221.749512
8972.904358	0.089934	0.220933	4299.722168
8972.905289	0.089919	0.220933	4383.437012
8972.906231	0.089982	0.220933	4468.199707
8972.907155	0.089960	0.220933	4551.322266
8972.908011	0.089967	0.220933	4628.333984
8972.908964	0.089974	0.220933	4714.079590
8972.909916	0.090044	0.220933	4799.801270
8972.910804	0.089930	0.220933	4879.659668
8972.911716	0.089963	0.220933	4961.706055
8973.905399	1.088416	0.251065	511.555298
8973.906290	1.558169	0.251065	1899.883789
8973.907157	1.549563	0.251065	3243.354980
8973.908122	0.892207	0.251065	4104.334961
8973.909060	0.100203	0.251065	4198.325195
8973.909963	0.089886	0.251065	4279.492676
8973.910839	0.089901	0.251065	4358.246094
8973.911801	0.089952	0.251065	4444.780273
8973.912751	0.089934	0.251065	4530.217773
8973.913640	0.090026	0.251065	4610.250488
8973.914551	0.090044	0.251065	4692.280762
8973.915470	0.089850	0.251065	4774.852539
8973.916413	0.089821	0.251065	4859.553223
8973.917298	0.089934	0.251065	4939.145020
8974.928381	1.100310	0.212168	529.249146
8974.929317	1.560095	0.212168	1989.498291
8974.930197	1.546956	0.212168	3350.819336
8974.931128	0.881034	0.212168	4171.062012
8974.932039	0.098503	0.212168	4260.798828
8974.932975	0.089897	0.212168	4344.942871
8974.933868	0.089861	0.212168	4425.188477
8974.934784	0.089824	0.212168	4507.467285
8974.935746	0.090048	0.212168	4594.093262
8974.936665	0.089810	0.212168	4676.628418
8974.937538	0.089989	0.212168	4755.188965
8974.938504	0.089923	0.212168	4842.054687
8974.939429	0.089908	0.212168	4925.220215
8974.940346	0.089945	0.212168	5007.699707
8975.932857	1.050223	0.243049	441.093811
8975.933778	1.553903	0.243049	1872.238037
8975.934736	1.546791	0.243049	3354.063721
8975.935680	0.810015	0.243049	4118.717773
8975.936570	0.098328	0.243049	4206.229492
8975.937484	0.089832	0.243049	4288.335449
8975.938441	0.090007	0.243049	4374.472656
8975.939364	0.089945	0.243049	4457.492187
8975.940232	0.089919	0.243049	4535.542480
8975.941209	0.090048	0.243049	4623.519043
8975.942155	0.089886	0.243049	4708.551758
8975.943041	0.089960	0.243049	4788.255859
8975.943929	0.090007	0.243049	4868.182129
8975.944865	0.089897	0.243049	4952.326172
8976.955842	1.062913	0.214158	454.926575
8976.956706	1.554434	0.214158	1797.957275
8976.957688	1.548047	0.214158	3318.139160
8976.958614	0.888032	0.214158	4140.457031
8976.959494	0.102231	0.214158	4230.420898
8976.960408	0.089883	0.214158	4312.573730
8976.961352	0.089949	0.214158	4397.485352
8976.962277	0.089883	0.214158	4480.626953
8976.963150	0.089993	0.214158	4559.190430
8976.964079	0.089923	0.214158	4642.729004
8976.965012	0.089835	0.214158	4726.545410
8976.965937	0.089897	0.214158	4809.700684
8976.966810	0.089993	0.214158	4888.264160
8976.967782	0.089879	0.214158	4975.626465
8977.959349	1.045536	0.244370	439.125092
8977.960317	1.558561	0.244370	1947.811890
8977.961249	1.546029	0.244370	3388.710937
8977.962171	0.859343	0.244370	4181.025391
8977.963036	0.102601	0.244370	4269.775391
8977.964012	0.089868	0.244370	4357.486816
8977.964939	0.089974	0.244370	4440.893066
8977.965835	0.090022	0.244370	4521.552734
8977.966730	0.089879	0.244370	4601.994629
8977.967674	0.089989	0.244370	4686.944336
8977.968620	0.089996	0.244370	4772.081055
8977.969516	0.090026	0.244370	4852.744141
8977.970423	0.089945	0.244370	4934.324219
8977.971379	0.089923	0.244370	5020.290527
8978.983433	1.126007	0.210455	567.507568
8978.984341	1.560784	0.210455	1984.699219
8978.985265	1.545765	0.210455	3412.986328
8978.986135	0.868623	0.210455	4168.688477
8978.987143	0.097291	0.210455	4266.758301
8978.988069	0.089956	0.210455	4350.057617
8978.988941	0.089982	0.210455	4428.521484
8978.989820	0.089967	0.210455	4507.602539
8978.990785	0.089799	0.210455	4594.258301
8978.991710	0.089908	0.210455	4677.423828
8978.992583	0.089930	0.210455	4755.933105
8978.993583	0.089941	0.210455	4845.874512
8978.994490	0.089901	0.210455	4927.415039
8978.995407	0.089967	0.210455	5009.915039
8979.986904	1.081765	0.240547	480.303741
8979.987774	1.556283	0.240547	1834.269775
8979.988644	1.548790	0.240547	3181.717285
8979.989764	0.731096	0.240547	4000.544922
8979.990670	0.094695	0.240547	4086.338379
8979.991537	0.089879	0.240547	4164.263672
8979.992601	0.089960	0.240547	4259.980957
8979.993571	0.089857	0.240547	4347.142578
8979.994444	0.089930	0.240547	4425.651855
8979.995304	0.089930	0.240547	4502.992187
8979.996423	0.090007	0.240547	4603.710449
8979.997325	0.089927	0.240547	4684.824219
8979.998201	0.089952	0.240547	4763.622559
8979.999206	0.090066	0.240547	4854.138672
8981.010877	1.052501	0.201996	443.102997
8981.011882	1.555627	0.201996	2006.508667
8981.012920	1.540613	0.201996	3605.664551
8981.013817	0.620936	0.201996	4162.644531
8981.014691	0.093798	0.201996	4244.623535
8981.015777	0.090037	0.201996	4342.403320
8981.016763	0.089857	0.201996	4431.002441
8981.017657	0.090029	0.201996	4511.488770
8981.018630	0.089978	0.201996	4599.037598
8981.019676	0.089883	0.201996	4693.055176
8981.020568	0.089985	0.201996	4773.322266
8981.021433	0.090015	0.201996	4851.185059
8981.022530	0.090037	0.201996	4949.955078
8981.023490	0.090011	0.201996	5036.365723
8982.014396	1.057764	0.237208	449.549561
8982.015449	1.560535	0.237208	2092.792480
8982.016475	1.538236	0.237208	3671.022461
8982.017375	0.558717	0.237208	4173.867676
8982.018332	0.092860	0.237208	4262.734863
8982.019389	0.089949	0.237208	4357.810547
8982.020315	0.089938	0.237208	4441.092773
8982.021177	0.089941	0.237208	4518.622070
8982.022264	0.090073	0.237208	4616.531738
8982.023249	0.090029	0.237208	4705.210449
8982.024131	0.089919	0.237208	4784.519531
8982.025124	0.090037	0.237208	4873.925781
8982.026171	0.089938	0.237208	4968.090820
8982.027066	0.090018	0.237208	5048.657227
8983.037366	1.047960	0.208010	439.095306
8983.038350	1.555496	0.208010	1969.703003
8983.039402	1.540598	0.208010	3590.412109
8983.040312	0.621808	0.208010	4156.257324
8983.041174	0.094102	0.208010	4237.373047
8983.042251	0.089989	0.208010	4334.291016
8983.043242	0.089989	0.208010	4423.470215
8983.044126	0.090037	0.208010	4503.062500
8983.045125	0.090055	0.208010	4593.027344
8983.046170	0.089989	0.208010	4687.065918
8983.047050	0.090011	0.208010	4766.275391
8983.047915	0.089967	0.208010	4844.096680
8983.049014	0.090099	0.208010	4943.115234
8983.049964	0.089974	0.208010	5028.590820
8984.040958	1.099691	0.241530	528.951416
8984.041846	1.558447	0.241530	1912.852539
8984.042715	1.548977	0.241530	3258.913574
8984.043639	0.942631	0.241530	4129.904297
8984.044587	0.102253	0.241530	4226.840332
8984.045514	0.089755	0.241530	4310.042969
8984.046386	0.089901	0.241530	4388.436523
8984.047363	0.089923	0.241530	4476.291504
8984.048319	0.090037	0.241530	4562.366699
8984.049241	0.089923	0.241530	4645.275879
8984.050108	0.089908	0.241530	4723.226562
8984.051074	0.089788	0.241530	4809.961426
8984.052023	0.090004	0.241530	4895.375000
