time (s)	det(V)
3183.087392	-0.024640	
3183.088877	-0.021365	
3183.090582	-0.016314	
3183.092069	-0.011150	
3183.093727	-0.008833	
3183.095256	-0.004732	
3183.096899	0.000134	
3183.098469	0.003401	
3183.100053	0.005218	
3183.101632	0.010132	
3183.103204	0.013874	
3183.104827	0.016904	
3183.106374	0.020566	
3183.108036	0.026874	
3183.109538	0.030044	
3183.111232	0.033089	
3183.112730	0.039204	
3183.114377	0.045191	
3183.115869	0.047305	
3183.117519	0.050254	
3183.118998	0.056913	
3183.120657	0.058057	
3183.122142	0.061457	
3183.123743	0.068410	
3183.125266	0.073489	
3183.126840	0.076418	
3183.128439	0.082183	
3183.129929	0.086670	
3183.131604	0.091069	
3183.133085	0.094280	
3183.134732	0.099726	
3183.136251	0.105217	
3183.137903	0.109495	
3183.139379	0.114578	
3183.141014	0.121511	
3183.142501	0.127413	
3183.144132	0.131437	
3183.145611	0.138430	
3183.147149	0.144074	
3183.148719	0.147554	
3183.150202	0.151989	
3183.151775	0.158850	
3183.153308	0.162326	
3183.154907	0.167933	
3183.156401	0.173734	
3183.157993	0.179600	
3183.159475	0.185255	
3183.161042	0.189364	
3183.162566	0.195705	
3183.164123	0.201167	
3183.165644	0.204519	
3183.167173	0.207886	
3183.168757	0.215798	
3183.170255	0.219109	
3183.171825	0.223041	
3183.173348	0.228801	
3183.174955	0.236036	
3183.176443	0.239642	
3183.178033	0.242941	
3183.179523	0.249342	
3183.181112	0.253572	
3183.182615	0.255280	
3183.184179	0.258265	
3183.185704	0.263659	
3183.187231	0.266063	
3183.188816	0.269463	
3183.190314	0.274011	
3183.191879	0.279006	
3183.193405	0.280908	
3183.194957	0.284622	
3183.196494	0.288122	
3183.198018	0.290793	
3183.199594	0.291244	
3183.201130	0.294060	
3183.202694	0.298052	
3183.204195	0.299780	
3183.205802	0.302109	
3183.207292	0.305472	
3183.208892	0.310858	
3183.210392	0.311656	
3183.211985	0.315297	
3183.213498	0.318202	
3183.215050	0.320361	
3183.216592	0.321102	
3183.218117	0.325473	
3183.219697	0.329167	
3183.221218	0.331209	
3183.222785	0.335113	
3183.224308	0.339620	
3183.225917	0.343923	
3183.227411	0.346126	
3183.229026	0.351484	
3183.230533	0.355254	
3183.232081	0.357551	
3183.233622	0.358884	
3183.235142	0.364822	
3183.236722	0.367323	
3183.238237	0.371589	
3183.239824	0.377015	
