time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3182.024718	158.658737	0.730942	0.048644	9
3184.049232	158.686386	0.728683	0.048435	11
3186.075638	158.677475	0.724926	0.046706	13
3188.111667	158.367874	0.741469	0.045737	15
3190.145235	158.136353	0.760167	0.044914	17
3192.180268	157.732330	0.779435	0.043961	19
3194.213582	157.347504	0.797533	0.044223	21
3196.248026	156.979706	0.816699	0.043766	23
3198.285097	156.679687	0.835995	0.043326	25
3200.328126	156.569824	0.855987	0.042136	27
3202.371104	156.714371	0.876136	0.040790	29
3204.408793	157.045624	0.895485	0.039858	31
3206.444023	157.462982	0.914557	0.038549	33
3208.472531	157.836426	0.936051	0.036740	35
3210.493188	158.061020	0.951665	0.034419	37
3212.512093	157.838577	0.959080	0.033291	39
3214.533253	157.422379	0.959415	0.034719	41
3216.557335	157.189011	0.959684	0.036288	43
3218.587559	157.066330	0.965948	0.037044	45
3220.621768	156.956192	0.978234	0.036942	47
3222.654728	156.955978	0.991299	0.036654	49
3224.685589	157.061920	1.002536	0.036043	51
3226.715076	157.209000	1.012181	0.035660	53
3228.741877	157.476379	1.020162	0.035190	55
3230.768088	157.872406	1.027437	0.034819	57
3232.795877	158.360886	1.034880	0.033964	59
3234.824901	158.770325	1.043168	0.032693	61
3236.857586	158.777496	1.055273	0.031010	63
3238.894475	158.094131	1.071700	0.029772	65
3240.933327	157.027420	1.084541	0.030370	67
3242.968809	155.983505	1.095978	0.032176	69
3244.999303	155.419907	1.105510	0.033930	71
3247.026178	155.424515	1.113451	0.034329	73
3249.050046	155.733963	1.118854	0.034358	75
3251.073199	156.154129	1.122138	0.034234	77
3253.095782	156.501160	1.123548	0.034118	79
3255.120552	156.705414	1.124432	0.033992	81
3257.145585	156.852051	1.126944	0.033621	83
3259.172948	156.879074	1.129579	0.033351	85
3261.201947	156.826584	1.132756	0.033131	87
3263.231815	156.765747	1.138093	0.032792	89
3265.261524	156.642242	1.143736	0.032893	91
3267.292086	156.587372	1.149208	0.032480	93
3269.322118	156.561584	1.155306	0.032352	95
3271.352608	156.569656	1.161825	0.031775	97
3273.383662	156.727295	1.168991	0.032441	99
3275.415575	156.974075	1.175990	0.032519	101
3277.446108	157.304535	1.182968	0.032149	103
3279.472735	157.651077	1.191418	0.031316	105
3281.495792	157.909546	1.199185	0.029794	107
3283.516320	157.934235	1.201373	0.029346	109
3285.536192	157.733994	1.198482	0.029523	111
3287.557676	157.542542	1.190985	0.030733	113
3289.581989	157.472382	1.183569	0.031809	115
3291.608045	157.450531	1.179949	0.032532	117
3293.636774	157.484634	1.181583	0.032462	119
3295.665821	157.594208	1.184683	0.032713	121
3297.693742	157.793655	1.187699	0.032668	123
3299.721033	158.059555	1.190572	0.032663	125
3301.748521	158.364883	1.193307	0.032158	127
3303.776367	158.690857	1.197700	0.031661	129
3305.805646	158.809311	1.206102	0.030916	131
3307.837290	158.591003	1.216972	0.030167	133
3309.870393	158.002655	1.225991	0.029846	135
3311.904725	157.202591	1.234494	0.030639	137
3313.937505	156.418808	1.239614	0.031653	139
3315.967781	155.957993	1.242655	0.032826	141
3317.995385	155.783325	1.246092	0.033329	143
3320.020787	155.839218	1.243082	0.033450	145
3322.045630	156.186539	1.240822	0.033025	147
3324.069694	156.357620	1.239609	0.032935	149
3326.094732	156.478638	1.237525	0.032957	151
3328.119945	156.563614	1.235606	0.033323	153
3330.146383	156.667404	1.233433	0.033504	155
3332.173277	156.693832	1.229073	0.034065	157
3334.200758	156.772461	1.225458	0.033595	159
3336.228966	156.869675	1.222034	0.034074	161
3338.257443	157.007980	1.219862	0.034216	163
3340.286145	157.218124	1.217822	0.034433	165
3342.313647	157.475052	1.218546	0.033871	167
3344.339192	157.742676	1.221388	0.033255	169
3346.362649	157.955170	1.226299	0.033083	171
3348.383440	158.048645	1.228192	0.032922	173
3350.403817	158.087830	1.225827	0.033214	175
3352.424497	158.087234	1.219035	0.033702	177
3354.446713	158.065094	1.211798	0.034387	179
3356.470606	158.073471	1.204471	0.035155	181
3358.495966	158.137604	1.198357	0.035612	183
3360.521841	158.218872	1.195576	0.036057	185
3362.548575	158.390869	1.193099	0.036376	187
3364.574598	158.567429	1.191878	0.036222	189
3366.601468	158.782211	1.190820	0.036030	191
3368.629206	158.960449	1.190340	0.035122	193
3370.657943	159.010269	1.190992	0.034546	195
3372.688774	158.777664	1.191872	0.034256	197
3374.721103	158.275330	1.192238	0.034097	199
3376.753775	157.648651	1.190912	0.034839	201
3378.784667	157.041031	1.187028	0.035865	203
3380.814025	156.675812	1.184804	0.037019	205
3382.841553	156.482147	1.182615	0.037692	207
3384.867532	156.480301	1.180941	0.038243	209
3386.892816	156.543991	1.178512	0.038804	211
3388.918222	156.677734	1.177572	0.038720	213
3390.943787	156.790863	1.174903	0.038958	215
3392.969806	156.882034	1.174536	0.038805	217
3394.996145	156.982483	1.172845	0.038647	219
3397.023591	157.103668	1.170959	0.038712	221
3399.050947	157.246613	1.168327	0.038881	223
3401.078591	157.368057	1.166655	0.038618	225
3403.105484	157.578842	1.166046	0.038217	227
3405.132240	157.805634	1.167128	0.037888	229
3407.156749	158.022003	1.167799	0.037590	231
3409.179750	158.245880	1.170766	0.036962	233
3411.201047	158.437103	1.172125	0.036704	235
3413.221696	158.500687	1.169510	0.036618	237
3415.242605	158.575592	1.162844	0.037261	239
3417.264529	158.653976	1.155574	0.038277	241
3419.288562	158.692215	1.149565	0.038924	243
