time (s)	magX	magY	magZ
3183.088128	-124.547050	-4.091175	-1530.742310
3183.091476	-108.942139	-10.461719	-1536.002319
3183.094803	-93.921684	-15.955583	-1538.690796
3183.098203	-79.135010	-21.683226	-1543.132690
3183.101479	-63.646992	-28.053770	-1544.652222
3183.104818	-48.275860	-33.722969	-1546.931641
3183.108189	-32.612507	-39.684395	-1549.912354
3183.111884	-17.358271	-46.171829	-1550.672119
3183.115218	-1.110462	-51.724136	-1552.133301
3183.118555	14.728229	-57.977791	-1551.548828
3183.121925	30.976036	-64.056107	-1552.191772
3183.125232	46.990063	-70.718880	-1552.133301
3183.128634	62.653416	-76.855644	-1549.795410
3183.131961	79.310349	-82.349503	-1547.048462
3183.135289	95.090591	-88.544708	-1543.892456
3183.138547	111.396851	-95.149033	-1543.366455
3183.141924	127.235535	-100.818237	-1537.521973
3183.145671	143.191116	-107.130341	-1534.249023
3183.149060	158.912918	-112.741089	-1530.099365
3183.152379	174.517822	-118.702522	-1526.358887
3183.155716	190.064285	-125.131500	-1518.468750
3183.159081	206.136749	-130.099350	-1513.325439
3183.162400	220.981888	-136.002335	-1505.084717
3183.165724	236.353012	-141.262421	-1496.960815
3183.169091	249.912338	-146.990067	-1490.005859
3183.172392	264.406769	-151.724136	-1480.420776
3183.175779	278.433655	-156.633545	-1471.654053
3183.179077	291.466980	-161.075394	-1460.900024
3183.182424	304.324951	-165.225021	-1450.730591
3183.185784	316.715363	-169.491531	-1442.197510
3183.189162	329.164246	-174.050262	-1431.619019
3183.192911	340.268860	-177.147858	-1419.696045
3183.196228	351.139679	-180.654587	-1409.234375
3183.199561	362.828766	-183.869095	-1397.194580
3183.202912	373.173584	-187.200470	-1386.382202
3183.206208	382.875519	-189.830505	-1375.160645
3183.209546	392.577423	-192.928116	-1362.828735
3183.212858	401.168915	-195.032150	-1352.133301
3183.216180	409.760376	-197.194626	-1338.573975
3183.219539	418.176514	-199.532440	-1328.521362
3183.223329	427.001770	-201.870255	-1315.955566
3183.226267	434.190521	-203.565170	-1303.857422
3183.230041	441.905304	-205.435425	-1290.531860
3183.233376	449.561646	-207.071869	-1277.557007
3183.236665	455.639984	-208.825256	-1265.984863
3183.240003	462.887207	-210.520172	-1253.068359
3183.243384	468.790192	-212.390427	-1240.736328
3183.246699	474.985413	-213.442413	-1225.832886
3183.250013	481.881958	-215.254242	-1213.968506
3183.253314	487.901825	-216.423157	-1201.227417
3183.257112	494.681458	-218.118042	-1187.025146
3183.260431	499.883118	-218.585632	-1174.634766
3183.263753	504.792511	-220.397430	-1159.029785
3183.267104	509.701904	-221.858566	-1146.054932
3183.270411	515.195801	-223.202805	-1132.671021
3183.273725	519.579163	-224.137924	-1117.358276
3183.277031	523.787231	-225.131516	-1103.389893
3183.280372	527.878418	-226.300400	-1090.356567
3183.283711	532.670959	-227.410858	-1074.517822
3183.287454	536.762146	-228.053757	-1060.666260
3183.291021	540.853333	-228.872009	-1046.171875
3183.294347	543.366455	-229.222687	-1030.859131
3183.297682	546.113403	-230.391571	-1017.592041
3183.301015	549.386292	-230.625366	-1002.688477
3183.304388	552.016357	-230.976028	-989.362915
3183.307685	554.354187	-231.911163	-976.037415
3183.311016	556.165955	-231.443604	-962.185852
3183.314348	557.802429	-231.794266	-948.100586
3183.317685	559.380493	-231.852722	-936.294556
3183.321009	561.309204	-232.028061	-923.670410
3183.324351	562.419678	-232.261826	-911.805908
3183.327684	563.939209	-232.729385	-899.883057
3183.331013	563.880798	-231.911163	-888.661560
3183.334343	564.582092	-231.560486	-877.147888
3183.338123	566.569275	-231.209824	-867.387512
3183.341459	566.101685	-230.742264	-855.698364
3183.344775	566.101685	-230.391571	-846.814697
3183.348135	566.452332	-229.807144	-836.002319
3183.351436	566.510803	-229.456451	-825.715942
3183.354774	566.160156	-229.105789	-816.247864
3183.358103	566.803040	-228.170654	-806.896606
3183.361435	567.095276	-227.586197	-798.480408
3183.364762	566.452332	-226.417297	-789.362976
3183.368102	566.335510	-226.417297	-780.187012
3183.371930	566.335510	-225.482178	-771.186462
3183.375279	566.452332	-224.722382	-763.179443
3183.378581	565.867920	-223.845703	-754.354187
3183.381857	565.108093	-223.436600	-747.106934
3183.385184	565.108093	-222.852142	-738.106384
3183.388569	563.705444	-221.741669	-730.040955
3183.391902	563.004089	-221.157211	-721.449402
3183.395265	563.705444	-220.806549	-714.377563
3183.398601	562.185852	-220.105194	-705.084778
3183.401935	562.127380	-219.871429	-696.025696
3183.405613	561.133850	-218.819397	-688.077148
3183.409008	560.490967	-218.234940	-680.596191
3183.412322	559.848022	-218.293411	-672.706055
3183.415731	558.912903	-217.182922	-664.289917
3183.419059	558.328491	-217.533615	-655.990662
3183.422408	557.510254	-216.130920	-649.035645
3183.425730	556.575134	-215.371124	-641.203979
3183.429054	555.406189	-214.260681	-632.963196
3183.432405	554.588013	-213.968445	-626.241943
3183.435749	553.652832	-213.851547	-618.936279
3183.439075	552.834595	-213.091751	-612.156616
3183.442417	551.782532	-212.390427	-605.961426
3183.445766	550.613708	-211.864395	-599.181763
3183.449129	549.444763	-211.396835	-592.285217
3183.452557	548.392761	-210.870834	-588.720032
3183.455861	547.983643	-210.637039	-582.583313
3183.459617	546.405579	-209.877274	-577.907654
3183.462946	545.587402	-209.643478	-572.413757
3183.466221	545.236694	-208.299225	-568.147278
3183.469660	542.898865	-207.481003	-564.874390
3183.472986	542.957336	-206.721207	-560.783142
3183.476316	542.840454	-206.370544	-556.984253
3183.479709	541.554626	-206.253647	-554.120422
3183.483039	540.970154	-205.260086	-550.905884
3183.486334	539.859741	-205.084747	-548.217468
3183.489704	539.976624	-204.500290	-545.411987
3183.493012	538.924622	-203.389832	-543.074219
3183.496758	538.398621	-202.863815	-539.859741
3183.500114	537.521912	-202.162476	-538.106384
3183.503394	537.989502	-202.337814	-534.716553
3183.506751	536.469910	-200.642899	-534.073608
3183.510059	536.236084	-200.876694	-531.034485
3183.513448	536.177673	-199.123322	-529.222656
3183.516794	535.710083	-198.655762	-527.235535
3183.520119	534.833435	-198.305084	-525.131531
3183.523405	534.190491	-197.779068	-523.495056
3183.527189	533.722961	-197.194626	-520.806580
3183.530136	534.190491	-196.727066	-518.059631
3183.533878	533.255371	-195.791931	-517.182922
3183.537217	533.080078	-195.441254	-515.487976
3183.540506	532.787842	-195.090591	-512.741089
3183.543866	533.021667	-195.032150	-511.805969
3183.547187	531.735840	-193.921692	-510.111053
3183.550495	531.560486	-193.571014	-508.006989
3183.553788	532.028076	-193.746353	-505.552307
3183.557516	531.969604	-193.337219	-503.565155
3183.560986	531.209778	-193.337219	-502.162445
3183.564318	530.976074	-192.635880	-500.642914
3183.567654	531.034485	-192.460556	-499.357086
3183.571003	531.209778	-192.109879	-498.714203
3183.574318	530.216248	-191.992981	-497.603760
3183.577657	529.982483	-191.408539	-497.136169
3183.580989	530.625366	-191.525421	-496.843964
