time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3232.918131	83.661163	0.709357	0.060056	99
3234.944233	83.770859	0.706930	0.060182	101
3236.969070	83.977425	0.708356	0.059576	103
3238.996514	83.921852	0.722210	0.059505	105
3241.026485	83.894165	0.734791	0.058358	107
3243.054498	83.746040	0.749484	0.057376	109
3245.084517	83.675613	0.763573	0.056590	111
3247.113666	83.636444	0.779667	0.055643	113
3249.141325	83.588562	0.797607	0.054710	115
3251.168808	83.463425	0.814704	0.053705	117
3253.195636	83.207436	0.829883	0.052926	119
3255.221378	83.097870	0.839846	0.051695	121
3257.249606	83.051567	0.851895	0.050466	123
3259.282014	82.931137	0.868253	0.050146	125
3261.315240	82.945320	0.887495	0.049928	127
3263.347048	82.976448	0.908659	0.048979	129
3265.374499	82.821968	0.928240	0.047576	131
3267.399764	82.614372	0.943303	0.046867	133
3269.427182	82.652130	0.953043	0.045996	135
3271.455162	82.660484	0.968462	0.045066	137
3273.484546	82.539886	0.984257	0.044273	139
3275.513443	82.445335	1.001806	0.043756	141
3277.543360	82.327522	1.019963	0.042881	143
3279.573129	82.248047	1.038639	0.042363	145
3281.602268	82.171753	1.056714	0.041780	147
3283.630473	82.176567	1.073815	0.040987	149
3285.658865	82.218735	1.089780	0.040388	151
3287.685941	82.340469	1.105356	0.039799	153
3289.714082	82.479408	1.120055	0.039574	155
3291.743402	82.587639	1.132191	0.039177	157
3293.774635	82.496414	1.145561	0.038661	159
3295.806225	82.164436	1.165226	0.037707	161
3297.836796	81.688278	1.187291	0.037596	163
3299.866510	81.340324	1.202719	0.037959	165
3301.893843	81.378868	1.215519	0.037908	167
3303.919488	81.792679	1.227804	0.036936	169
3305.945563	82.231194	1.238477	0.035786	171
3307.972837	82.489540	1.247815	0.035395	173
3310.001648	82.428680	1.259964	0.035292	175
3312.030980	82.204285	1.275529	0.035032	177
3314.060679	82.016685	1.289543	0.035139	179
3316.090423	81.866455	1.304008	0.035154	181
3318.119893	81.807533	1.318091	0.035080	183
3320.149036	81.792595	1.330189	0.034784	185
3322.177211	81.809814	1.342076	0.034647	187
3324.204890	81.826561	1.353787	0.034291	189
3326.232220	81.853416	1.363582	0.033957	191
3328.258756	81.829292	1.373338	0.033765	193
3330.285441	81.931442	1.378730	0.033381	195
3332.312517	81.947823	1.384064	0.033174	197
3334.340078	81.915955	1.390315	0.032545	199
3336.367754	81.782822	1.399243	0.032576	201
3338.396562	81.714279	1.410260	0.032913	203
3340.426906	81.760994	1.423096	0.033189	205
3342.457700	81.950165	1.435558	0.032795	207
3344.486136	82.009209	1.449587	0.032265	209
3346.512769	81.941566	1.460376	0.031796	211
3348.538736	81.821350	1.467418	0.031929	213
3350.564993	81.831680	1.472464	0.032133	215
3352.591670	81.901695	1.474219	0.031952	217
3354.618883	82.003120	1.477876	0.031678	219
3356.646414	82.078949	1.484203	0.031458	221
3358.673807	82.070549	1.490339	0.031144	223
3360.700941	82.129112	1.498009	0.031164	225
3362.728592	82.152283	1.502726	0.031248	227
3364.756464	82.209122	1.507812	0.031210	229
3366.784358	82.276070	1.512630	0.031039	231
3368.812679	82.281425	1.518633	0.030958	233
3370.841275	82.190399	1.527178	0.031142	235
3372.870105	82.049530	1.536344	0.030848	237
3374.899197	81.815910	1.545661	0.030803	239
3376.928360	81.611801	1.553037	0.030867	241
3378.956814	81.537224	1.556261	0.030985	243
3380.983900	81.641968	1.559744	0.030815	245
3383.009668	81.845924	1.561837	0.030668	247
3385.035191	82.134796	1.563520	0.030064	249
3387.061436	82.325943	1.565792	0.029316	251
3389.088240	82.512749	1.570351	0.029083	253
3391.115833	82.535141	1.573975	0.029008	255
3393.143693	82.503914	1.577990	0.029105	1
3395.171518	82.430809	1.584296	0.029171	3
3397.199202	82.372948	1.589745	0.029455	5
