crossing time (s)	slope (V/s)	crossing number
1898.712031	2.004257	1056
1899.688774	2.288045	1057
1900.736369	2.105411	1058
1901.717623	2.165968	1059
1902.761107	2.055803	1060
1903.742098	2.018930	1061
1904.781661	1.843871	1062
1905.772900	2.622853	1063
1906.812959	1.882957	1064
1907.810402	2.918917	1065
1908.846325	2.362162	1066
1909.848816	2.961545	1067
1910.870786	2.747009	1068
1911.884073	3.160751	1069
1912.889310	2.494848	1070
1913.926549	3.585858	1071
1914.923487	2.488471	1072
1915.968878	2.718811	1073
1916.957993	3.052238	1074
1917.997992	2.823694	1075
1918.982195	3.364599	1076
1920.037354	4.248148	1077
1921.009190	3.524409	1078
1922.076108	5.186517	1079
1923.041219	3.515104	1080
1924.105696	5.445928	1081
1925.073984	4.094866	1082
1926.137295	5.324143	1083
1927.107883	4.765051	1084
1928.167035	5.090058	1085
1929.141879	5.153390	1086
1930.197484	4.754806	1087
1931.175298	4.966982	1088
1932.222875	4.856273	1089
1933.212077	4.437235	1090
1934.249697	4.938955	1091
1935.249020	4.849301	1092
1936.273085	4.781616	1093
1937.282697	5.481575	1094
1938.300226	5.071088	1095
1939.318199	5.692490	1096
1940.326709	5.139062	1097
1941.350733	5.698497	1098
1942.352493	5.116985	1099
1943.384870	5.234463	1100
1944.379670	5.407633	1101
1945.414679	4.913034	1102
1946.409665	5.440845	1103
1947.446168	5.014604	1104
1948.439549	5.274451	1105
1949.474813	5.108377	1106
1950.467393	5.310408	1107
1951.505627	5.091847	1108
1952.496304	5.382644	1109
1953.534391	5.173195	1110
1954.527183	5.536804	1111
1955.562242	5.062589	1112
1956.557502	5.646303	1113
1957.588668	4.825574	1114
1958.584892	5.955673	1115
1959.618211	4.918433	1116
1960.611968	6.039407	1117
1961.647221	4.984172	1118
1962.643214	6.163676	1119
1963.674024	5.144523	1120
1964.672674	6.699300	1121
1965.703735	5.562058	1122
1966.706045	7.393188	1123
1967.726866	6.366399	1124
1968.735892	7.941631	1125
1969.752283	7.017388	1126
1970.767497	8.149336	1127
1971.774985	7.660148	1128
1972.797824	8.487747	1129
1973.801890	7.849613	1130
1974.826784	8.214137	1131
1975.825971	7.553535	1132
1976.857268	7.766192	1133
1977.854017	7.374482	1134
1978.888512	7.359268	1135
1979.881735	7.002651	1136
1980.919511	7.008127	1137
1981.906576	6.769717	1138
1982.949854	6.838462	1139
1983.935321	7.205883	1140
1984.978400	6.940993	1141
1985.965075	7.277686	1142
1987.005166	7.439092	1143
1987.993048	7.072020	1144
1989.034846	7.726550	1145
1990.021805	7.654647	1146
1991.059969	7.661895	1147
1992.052929	8.013721	1148
1993.085113	7.819383	1149
1994.083946	8.225426	1150
1995.107883	7.780348	1151
1996.114316	8.703162	1152
1997.132371	8.093243	1153
1998.143668	8.909694	1154
1999.157378	8.322683	1155
2000.173528	8.670922	1156
2001.181679	8.379885	1157
2002.201616	8.308928	1158
2003.207032	8.560265	1159
2004.232822	7.968891	1160
2005.232086	8.464426	1161
2006.265185	7.877102	1162
2007.261903	8.269467	1163
2008.292706	8.025601	1164
2009.287268	8.357484	1165
2010.320505	8.617824	1166
2011.315956	8.273129	1167
2012.351325	9.108632	1168
2013.341550	8.534500	1169
2014.379295	9.087452	1170
2015.371141	8.854159	1171
2016.406028	9.520757	1172
2017.398379	8.893671	1173
2018.433114	9.681170	1174
2019.426131	8.970166	1175
2020.459162	9.732943	1176
2021.454480	9.424805	1177
2022.482839	9.766467	1178
2023.480985	9.711631	1179
2024.509061	9.643502	1180
2025.506793	9.672897	1181
2026.531183	9.395792	1182
2027.533600	9.458184	1183
2028.558801	9.325863	1184
2029.562600	8.904264	1185
2030.579414	8.979934	1186
2031.591103	8.488327	1187
2032.605276	8.916332	1188
2033.624136	8.627215	1189
2034.629292	9.045085	1190
2035.650309	8.745257	1191
2036.651360	8.927039	1192
2037.679144	9.088426	1193
2038.678489	9.228987	1194
2039.707889	9.276701	1195
2040.700723	9.142288	1196
2041.734215	9.015638	1197
2042.728626	9.004427	1198
2043.758193	9.027555	1199
2044.754146	8.718440	1200
2045.786798	8.906114	1201
2046.779258	8.635520	1202
2047.812488	8.641816	1203
2048.808921	8.517088	1204
2049.836951	8.652359	1205
2050.838524	8.422057	1206
2051.861653	8.558864	1207
2052.865779	8.367336	1208
2053.884389	8.393296	1209
2054.894534	8.836289	1210
2055.909258	8.623733	1211
2056.924574	8.685547	1212
2057.932866	8.295086	1213
2058.951472	8.445366	1214
2059.957830	8.543398	1215
2060.978734	8.490490	1216
2061.980656	8.417424	1217
2063.009706	8.342847	1218
2064.008058	8.303336	1219
2065.035486	8.343757	1220
2066.032959	8.466333	1221
2067.062637	8.604643	1222
2068.060055	8.338542	1223
2069.091889	8.516338	1224
