time (s)	coil I (A)	last det (V)	int current (uC)
2318.469089	1.096447	0.375714	480.243561
2318.470067	1.556803	0.375714	2002.796875
2318.471024	1.545176	0.375714	3481.530273
2318.471953	1.504120	0.375714	4878.857422
2318.472822	1.464412	0.375714	6151.431152
2318.473840	1.421609	0.375714	7598.628906
2318.474760	1.384420	0.375714	8872.294922
2318.475644	1.350461	0.375714	10066.102539
2318.476577	1.315631	0.375714	11293.585937
2318.477559	1.280852	0.375714	12551.382812
2318.478474	1.248962	0.375714	13694.183594
2318.479363	1.218527	0.375714	14777.454102
2318.480438	1.184253	0.375714	16050.526367
2318.481335	1.155406	0.375714	17086.925781
2318.482219	1.129603	0.375714	18085.494141
2318.483136	0.348186	0.375714	18404.781250
2318.484158	0.089875	0.375714	18496.634766
2318.485044	0.089890	0.375714	18576.277344
2318.485911	0.089923	0.375714	18654.240234
2318.486890	0.089919	0.375714	18742.271484
2318.487815	0.089938	0.375714	18825.464844
2318.488735	0.089996	0.375714	18908.261719
2318.489609	0.089963	0.375714	18986.890625
2318.490647	0.089963	0.375714	19080.273437
2318.491534	0.089930	0.375714	19160.041016
2319.398621	1.092759	0.420122	485.184906
2319.399570	1.559634	0.420122	1965.277344
2319.400493	1.547230	0.420122	3393.370850
2319.401363	1.507903	0.420122	4705.246094
2319.402336	1.465217	0.420122	6130.902344
2319.403287	1.425535	0.420122	7486.585937
2319.404174	1.388958	0.420122	8718.590820
2319.405095	1.353713	0.420122	9965.361328
2319.406064	1.317810	0.420122	11242.319336
2319.407000	1.283965	0.420122	12444.110352
2319.407882	1.252819	0.420122	13549.096680
2319.408834	1.220475	0.420122	14710.988281
2319.409775	1.189102	0.420122	15829.932617
2319.410710	1.159973	0.420122	16914.507812
2319.411576	1.133448	0.420122	17896.074219
2319.412653	0.368291	0.420122	18292.722656
2319.413705	0.090000	0.420122	18387.402344
2319.414587	0.090029	0.420122	18466.808594
2319.415467	0.089963	0.420122	18545.976562
2319.416553	0.090026	0.420122	18643.744141
2319.417510	0.089930	0.420122	18729.806641
2319.418369	0.090007	0.420122	18807.123047
2319.419381	0.090040	0.420122	18898.244141
2319.420437	0.089971	0.420122	18993.253906
2319.421309	0.090011	0.420122	19071.744141
2319.422241	0.090011	0.420122	19155.634766
2320.502587	1.175416	0.420993	642.952698
2320.503631	1.564695	0.420993	2276.494141
2320.504530	1.539979	0.420993	3660.935547
2320.505457	1.498238	0.420993	5049.802734
2320.506531	1.451012	0.420993	6608.189453
2320.507487	1.411479	0.420993	7957.563965
2320.508356	1.376272	0.420993	9153.543945
2320.509424	1.336143	0.420993	10580.543945
2320.510437	1.298925	0.420993	11896.354492
2320.511336	1.267266	0.420993	13035.625977
2320.512299	1.234376	0.420993	14224.330078
2320.513342	1.199282	0.420993	15475.181641
2320.514269	1.169436	0.420993	16559.248047
2320.515133	1.142003	0.420993	17545.939453
2320.516204	0.701371	0.420993	18297.107422
2320.517207	0.094739	0.420993	18392.130859
2320.518084	0.089886	0.420993	18470.960937
2320.519057	0.090095	0.420993	18558.623047
2320.520117	0.090018	0.420993	18654.042969
2320.521012	0.089996	0.420993	18734.589844
2320.521883	0.090004	0.420993	18812.982422
2320.522971	0.089996	0.420993	18910.898437
2320.523960	0.089971	0.420993	18999.878906
2320.524861	0.090106	0.420993	19081.064453
2320.525847	0.090055	0.420993	19169.859375
2321.434375	1.109696	0.425807	545.970459
2321.435296	1.560114	0.425807	1982.835083
2321.436177	1.547981	0.425807	3346.606201
2321.437103	1.507709	0.425807	4742.744141
2321.438058	1.464767	0.425807	6141.596680
2321.438988	1.425593	0.425807	7467.398437
2321.439868	1.389697	0.425807	8690.332031
2321.440810	1.352329	0.425807	9964.226562
2321.441775	1.316843	0.425807	11234.980469
2321.442706	1.283888	0.425807	12430.280273
2321.443578	1.252742	0.425807	13522.670898
2321.444558	1.220478	0.425807	14718.740234
2321.445497	1.189369	0.425807	15835.557617
2321.446388	1.160856	0.425807	16869.880859
2321.447281	1.133588	0.425807	17882.173828
2321.448231	0.464747	0.425807	18323.683594
2321.449176	0.091124	0.425807	18409.796875
2321.450072	0.089963	0.425807	18490.404297
2321.450986	0.089974	0.425807	18572.640625
2321.451942	0.089927	0.425807	18658.611328
2321.452872	0.090073	0.425807	18742.378906
2321.453741	0.090029	0.425807	18820.615234
2321.454698	0.089982	0.425807	18906.728516
2321.455629	0.090011	0.425807	18990.529297
2321.456537	0.090040	0.425807	19072.285156
2321.457396	0.089963	0.425807	19149.564453
2322.534380	1.073547	0.466742	507.787903
2322.535319	1.560253	0.466742	1972.865234
2322.536249	1.546476	0.466742	3411.087646
2322.537117	1.507896	0.466742	4719.940918
2322.538074	1.464987	0.466742	6121.933105
2322.539016	1.425051	0.466742	7464.331055
2322.539945	1.387672	0.466742	8753.478516
2322.540813	1.353212	0.466742	9928.066406
2322.541773	1.317854	0.466742	11193.206055
2322.542730	1.283954	0.466742	12421.950195
2322.543630	1.252152	0.466742	13548.886719
2322.544549	1.221449	0.466742	14671.398437
2322.545498	1.189764	0.466742	15800.484375
2322.546418	1.160581	0.466742	16868.218750
2322.547281	1.133859	0.466742	17846.738281
2322.548251	0.485636	0.466742	18317.804687
2322.549207	0.091406	0.466742	18405.189453
2322.550086	0.089901	0.466742	18484.212891
2322.550996	0.089930	0.466742	18566.048828
2322.551957	0.089905	0.466742	18652.447266
2322.552888	0.089930	0.466742	18736.171875
2322.553760	0.089960	0.466742	18814.617187
2322.554699	0.089912	0.466742	18899.044922
2322.555635	0.089927	0.466742	18983.216797
2322.556562	0.089945	0.466742	19066.595703
2322.557422	0.089941	0.466742	19143.945312
2323.471289	1.046213	0.423623	440.455841
2323.472204	1.552771	0.423623	1861.241211
2323.473298	1.543575	0.423623	3549.912598
2323.474182	1.503171	0.423623	4878.715820
2323.475054	1.464163	0.423623	6155.465820
2323.476090	1.420280	0.423623	7626.875488
2323.477068	1.381337	0.423623	8977.822266
2323.477986	1.346115	0.423623	10213.555664
2323.478869	1.313262	0.423623	11373.166016
2323.479907	1.276868	0.423623	12698.554687
2323.480813	1.244623	0.423623	13826.182617
2323.481690	1.214864	0.423623	14891.619141
2323.482562	1.185179	0.423623	15925.095703
2323.483612	1.153524	0.423623	17136.296875
2323.484498	1.119254	0.423623	18127.957031
2323.485378	0.297206	0.423623	18389.498047
2323.486392	0.090289	0.423623	18481.050781
2323.487295	0.089919	0.423623	18562.248047
2323.488211	0.089960	0.423623	18644.650391
2323.489089	0.090029	0.423623	18723.695312
2323.490116	0.089916	0.423623	18816.039062
2323.491006	0.089996	0.423623	18896.136719
2323.491889	0.089908	0.423623	18975.525391
2323.492859	0.089982	0.423623	19062.808594
2323.493833	0.089982	0.423623	19150.451172
2324.567258	1.086980	0.500761	480.445160
2324.568140	1.556210	0.500761	1853.022217
2324.568999	1.550530	0.500761	3184.927246
2324.570059	1.506218	0.500761	4781.518555
2324.570944	1.466023	0.500761	6078.948730
2324.571817	1.429080	0.500761	7326.535156
2324.572793	1.389851	0.500761	8683.029297
2324.573743	1.352410	0.500761	9967.818359
2324.574671	1.318275	0.500761	11191.177734
2324.575550	1.286367	0.500761	12321.894531
2324.576590	1.250566	0.500761	13622.483398
