time (s)	coil I (A)	last det (V)	int current (uC)
2679.019280	1.136049	0.366485	546.439331
2679.020221	1.562036	0.366485	2016.315308
2679.021112	1.546996	0.366485	3394.688477
2679.022027	1.506588	0.366485	4773.216797
2679.022991	1.463793	0.366485	6184.312988
2679.023919	1.424725	0.366485	7506.458008
2679.024792	1.388965	0.366485	8719.024414
2679.025752	1.069746	0.366485	9745.980469
2679.026702	0.130173	0.366485	9869.645508
2679.027635	0.089886	0.366485	9953.509766
2679.028495	0.089971	0.366485	10030.884766
2679.029467	0.089989	0.366485	10118.354492
2679.030398	0.090044	0.366485	10202.185547
2679.031292	0.089982	0.366485	10282.628906
2679.032204	0.090022	0.366485	10364.728516
2679.033138	0.089960	0.366485	10448.750977
2679.034077	0.089996	0.366485	10533.257812
2679.034958	0.090015	0.366485	10612.560547
2679.941328	1.079366	0.435156	474.921234
2679.942208	1.555873	0.435156	1844.089355
2679.943087	1.551749	0.435156	3208.076904
2679.944109	1.508287	0.435156	4749.546387
2679.945030	1.465726	0.435156	6099.480469
2679.945957	1.427029	0.435156	7422.335937
2679.946823	1.390675	0.435156	8626.660156
2679.947878	1.050048	0.435156	9734.459961
2679.948766	0.133784	0.435156	9853.260742
2679.949636	0.089956	0.435156	9931.522461
2679.950615	0.090040	0.435156	10019.671875
2679.951555	0.089996	0.435156	10104.268555
2679.952470	0.090004	0.435156	10186.622070
2679.953345	0.090022	0.435156	10265.391602
2679.954382	0.090015	0.435156	10358.736328
2679.955277	0.090062	0.435156	10439.341797
2679.956155	0.090055	0.435156	10518.410156
2679.957087	0.090110	0.435156	10602.392578
2681.045732	1.087921	0.397947	502.619568
2681.046624	1.558162	0.397947	1892.499756
2681.047578	1.548787	0.397947	3370.042236
2681.048505	1.507452	0.397947	4767.450684
2681.049431	1.465887	0.397947	6124.862305
2681.050291	1.428904	0.397947	7353.719727
2681.051260	1.388280	0.397947	8698.962891
2681.052228	1.051296	0.397947	9716.618164
2681.053163	0.129016	0.397947	9837.248047
2681.054025	0.089916	0.397947	9914.755859
2681.055012	0.089996	0.397947	10003.582031
2681.055966	0.089960	0.397947	10089.403320
2681.056866	0.090051	0.397947	10170.449219
2681.057782	0.090117	0.397947	10252.996094
2681.058736	0.090048	0.397947	10338.901367
2681.059648	0.090121	0.397947	10421.091797
2681.060527	0.090121	0.397947	10500.307617
2681.061432	0.089890	0.397947	10581.658203
2681.987788	1.080048	0.406466	474.140900
2681.988668	1.555968	0.406466	1843.392700
2681.989683	1.546373	0.406466	3412.961426
2681.990750	1.499758	0.406466	5013.203613
2681.991649	1.459120	0.406466	6324.952148
2681.992539	1.420880	0.406466	7589.535156
2681.993631	1.377920	0.406466	9094.223633
2681.994603	0.721384	0.406466	9795.409180
2681.995472	0.097343	0.406466	9880.000000
2681.996510	0.090048	0.406466	9973.469727
2681.997545	0.089974	0.406466	10066.592773
2681.998441	0.090055	0.406466	10147.282227
2681.999366	0.090048	0.406466	10230.576172
2682.000418	0.090015	0.406466	10325.271484
2682.001348	0.089927	0.406466	10408.903320
2682.002210	0.090040	0.406466	10486.517578
2682.003264	0.089996	0.406466	10581.374023
2682.004275	0.089996	0.406466	10672.360352
2683.058112	1.062107	0.416533	456.705994
2683.058980	1.553957	0.416533	1805.541016
2683.060089	1.543228	0.416533	3516.980469
2683.061075	1.499656	0.416533	4995.641113
2683.061945	1.460742	0.416533	6266.486816
2683.063055	1.414391	0.416533	7836.460937
2683.064094	1.373156	0.416533	9263.169922
2683.064993	0.637262	0.416533	9836.068359
2683.065853	0.094856	0.416533	9917.644531
2683.066921	0.090044	0.416533	10013.811523
2683.067863	0.089978	0.416533	10098.571289
2683.068737	0.090015	0.416533	10177.244141
2683.069659	0.090000	0.416533	10260.224609
2683.070716	0.090198	0.416533	10355.563477
2683.071598	0.090044	0.416533	10434.982422
2683.072458	0.090088	0.416533	10512.458008
2683.073468	0.090029	0.416533	10603.387695
2683.074436	0.090000	0.416533	10690.507812
2684.039884	1.060463	0.451717	458.119843
2684.040768	1.555979	0.451717	1833.605347
2684.041691	1.550614	0.451717	3264.822021
2684.042617	1.508800	0.451717	4661.970703
2684.043572	1.466521	0.451717	6062.498047
2684.044463	1.429014	0.451717	7335.749023
2684.045401	1.391330	0.451717	8640.817383
2684.046363	1.136737	0.451717	9734.358398
2684.047246	0.156782	0.451717	9872.796875
2684.048149	0.089923	0.451717	9953.997070
2684.049109	0.090088	0.451717	10040.481445
2684.050043	0.089982	0.451717	10124.524414
2684.050917	0.090044	0.451717	10203.222656
2684.051866	0.089875	0.451717	10288.514648
2684.052826	0.089978	0.451717	10374.893555
2684.053754	0.090099	0.451717	10458.504883
2684.054616	0.089985	0.451717	10536.072266
2684.055585	0.090117	0.451717	10623.395508
2685.066938	1.047891	0.462746	441.161957
2685.067857	1.554675	0.462746	1869.908569
2685.068826	1.547461	0.462746	3369.398193
2685.069752	1.506658	0.462746	4764.563477
2685.070623	1.466935	0.462746	6042.263672
2685.071604	1.426468	0.462746	7441.629395
2685.072566	1.387786	0.462746	8776.679687
2685.073465	1.107876	0.462746	9772.660156
2685.074360	0.149165	0.462746	9906.163086
2685.075290	0.089971	0.462746	9989.835937
2685.076235	0.090022	0.462746	10074.906250
2685.077129	0.090026	0.462746	10155.389648
2685.078044	0.089945	0.462746	10237.689453
2685.079002	0.090048	0.462746	10323.955078
2685.079915	0.090011	0.462746	10406.134766
2685.080782	0.090044	0.462746	10484.203125
2685.081776	0.090092	0.462746	10573.753906
2685.082714	0.089923	0.462746	10658.101562
2686.093861	1.143420	0.403699	607.156189
2686.094769	1.561674	0.403699	2025.155762
2686.095701	1.545077	0.403699	3465.167480
2686.096570	1.505966	0.403699	4773.851562
2686.097578	1.462420	0.403699	6247.970703
2686.098513	1.422737	0.403699	7578.229492
2686.099387	1.386654	0.403699	8790.165039
2686.100264	1.083845	0.403699	9740.697266
2686.101228	0.132935	0.403699	9868.845703
2686.102174	0.089919	0.403699	9953.909180
2686.103070	0.090015	0.403699	10034.562500
2686.103979	0.090004	0.403699	10116.375977
2686.104944	0.090143	0.403699	10203.364258
2686.105879	0.090077	0.403699	10287.585937
2686.106743	0.090095	0.403699	10365.427734
2686.107710	0.090011	0.403699	10452.468750
2686.108631	0.090026	0.403699	10535.382812
2686.109551	0.090029	0.403699	10618.209961
2687.081420	1.069512	0.519896	466.307129
2687.082282	1.553881	0.519896	1805.752197
2687.083367	1.544322	0.519896	3481.342041
2687.084286	1.503223	0.519896	4862.803711
2687.085161	1.464020	0.519896	6143.821289
2687.086139	1.423001	0.519896	7535.515625
2687.087156	1.381523	0.519896	8940.525391
2687.088064	0.943802	0.519896	9797.498047
2687.088929	0.115723	0.519896	9897.598633
2687.089997	0.089927	0.519896	9993.640625
2687.090920	0.090004	0.519896	10076.713867
2687.091851	0.090011	0.519896	10160.513672
2687.092715	0.089974	0.519896	10238.251953
