time (s)	coil I (A)	last det (V)	int current (uC)
1001.847642	1.188633	0.402333	670.388916
1001.848725	1.573700	0.402333	2374.706055
1001.849639	1.545641	0.402333	3787.421875
1001.850508	1.504237	0.402333	5094.604004
1001.851615	1.456220	0.402333	6706.639160
1001.852591	1.415991	0.402333	8088.646484
1001.853461	1.380659	0.402333	9289.820312
1001.854478	1.341823	0.402333	10654.454102
1001.855517	1.303813	0.402333	12009.116211
1001.856419	1.271005	0.402333	13155.562500
1001.857357	1.238555	0.402333	14317.327148
1001.858427	1.202271	0.402333	15603.756836
1001.859384	1.171589	0.402333	16724.968750
1001.860251	1.143977	0.402333	17716.796875
1001.861308	0.615970	0.402333	18367.876953
1001.862313	0.092249	0.402333	18460.585937
1001.863208	0.089971	0.402333	18541.109375
1001.864178	0.090033	0.402333	18628.441406
1001.865216	0.090007	0.402333	18721.869141
1001.866137	0.089967	0.402333	18804.728516
1001.866998	0.090026	0.402333	18882.240234
1001.868087	0.090059	0.402333	18980.314453
1001.869079	0.090004	0.402333	19069.597656
1001.869962	0.090015	0.402333	19149.080078
1001.870956	0.089989	0.402333	19238.529297
1002.877061	1.089796	0.377116	469.702148
1002.878155	1.571759	0.377116	2189.206543
1002.879129	1.549241	0.377116	3698.166992
1002.879996	1.509745	0.377116	5007.115723
1002.881088	1.461083	0.377116	6602.618164
1002.882116	1.417859	0.377116	8060.177246
1002.883014	1.381370	0.377116	9300.647461
1002.883958	1.345020	0.377116	10570.345703
1002.885028	1.305436	0.377116	11967.162109
1002.885966	1.271862	0.377116	13160.167969
1002.886828	1.240979	0.377116	14229.891602
1002.887890	1.205263	0.377116	15509.880859
1002.888911	1.172139	0.377116	16706.634766
1002.889807	1.144358	0.377116	17731.980469
1002.890785	0.693402	0.377116	18410.126953
1002.891836	0.093816	0.377116	18508.726562
1002.892758	0.089949	0.377116	18591.660156
1002.893624	0.089945	0.377116	18669.552734
1002.894708	0.089952	0.377116	18767.060547
1002.895699	0.089927	0.377116	18856.177734
1002.896594	0.089982	0.377116	18936.710937
1002.897581	0.090037	0.377116	19025.576172
1002.898629	0.089952	0.377116	19119.845703
1002.899529	0.090000	0.377116	19200.845703
1002.900391	0.090011	0.377116	19278.435547
1003.904165	1.097571	0.330412	497.199554
1003.905076	1.567980	0.330412	1925.629028
1003.905949	1.559385	0.330412	3286.971924
1003.906872	1.518376	0.330412	4688.433594
1003.907832	1.474753	0.330412	6104.196777
1003.908755	1.435367	0.330412	7429.041016
1003.909635	1.398885	0.330412	8660.060547
1003.910600	1.361455	0.330412	9973.865234
1003.911555	1.325874	0.330412	11240.075195
1003.912454	1.292629	0.330412	12402.149414
1003.913381	1.259751	0.330412	13569.938477
1003.914445	1.223122	0.330412	14871.340820
1003.915468	1.189244	0.330412	16087.937500
1003.916351	1.161061	0.330412	17113.154297
1003.917339	1.101929	0.330412	18201.859375
1003.918388	0.209919	0.330412	18422.064453
1003.919310	0.089788	0.330412	18504.847656
1003.920171	0.089894	0.330412	18582.246094
1003.921244	0.090044	0.330412	18678.863281
