time (s)	coil I (A)	last det (V)	int current (uC)
3572.464052	1.050575	0.398958	440.190918
3572.465112	1.560817	0.398958	2094.656738
3572.465997	1.544271	0.398958	3461.336914
3572.466867	1.505387	0.398958	4771.023437
3572.467813	1.463134	0.398958	6155.147949
3572.468811	1.421213	0.398958	7573.519043
3572.469727	1.384515	0.398958	8841.735352
3572.470617	1.349993	0.398958	10043.228516
3572.471655	1.312134	0.398958	11405.223633
3572.472567	1.279321	0.398958	12571.964844
3572.473446	1.248402	0.398958	13669.310547
3572.474306	1.217780	0.398958	14716.600586
3572.475377	1.184315	0.398958	15985.001953
3572.476267	1.156201	0.398958	17014.021484
3572.477145	1.130680	0.398958	18006.757812
3572.478160	0.356261	0.398958	18368.363281
3572.479068	0.090092	0.398958	18450.166016
3572.479968	0.090037	0.398958	18531.199219
3572.480845	0.090066	0.398958	18610.187500
3572.481889	0.090004	0.398958	18704.150391
3572.482781	0.090026	0.398958	18784.453125
3572.483710	0.090055	0.398958	18868.113281
3572.484575	0.090007	0.398958	18945.968750
3572.485582	0.090059	0.398958	19036.658203
3572.486508	0.090029	0.398958	19120.025391
3572.487389	0.090029	0.398958	19199.341797
3573.448425	1.103628	0.562745	517.601501
3573.449307	1.557224	0.562745	1891.073242
3573.450270	1.545835	0.562745	3379.712402
3573.451332	1.498546	0.562745	4971.168457
3573.452276	1.456717	0.562745	6346.309570
3573.453143	1.419584	0.562745	7577.088867
3573.454232	1.376605	0.562745	9076.211914
3573.455236	1.338267	0.562745	10419.832031
3573.456136	1.305359	0.562745	11594.655273
3573.457124	1.270906	0.562745	12850.310547
3573.458189	1.234347	0.562745	14164.890625
3573.459102	1.203146	0.562745	15263.362305
3573.459965	1.174299	0.562745	16276.782227
3573.461067	1.141425	0.562745	17534.632812
3573.462045	0.778802	0.562745	18296.300781
3573.462922	0.105212	0.562745	18388.572266
3573.463793	0.089952	0.562745	18466.919922
3573.464892	0.090029	0.562745	18565.861328
3573.465784	0.089996	0.562745	18646.138672
3573.466641	0.090037	0.562745	18723.300781
3573.467710	0.090037	0.562745	18819.550781
3573.468681	0.089919	0.562745	18906.863281
3573.469555	0.090059	0.562745	18985.574219
3573.470412	0.090066	0.562745	19062.759766
3573.471535	0.090026	0.562745	19163.859375
3574.483465	1.095494	0.453215	553.224670
3574.484520	1.561974	0.453215	2201.106934
3574.485469	1.537709	0.453215	3660.392578
3574.486339	1.497898	0.453215	4963.563965
3574.487403	1.451598	0.453215	6508.063965
3574.488409	1.409758	0.453215	7926.280762
3574.489309	1.374086	0.453215	9162.958008
3574.490281	1.337589	0.453215	10463.094727
3574.491345	1.298653	0.453215	11844.862305
3574.492270	1.265837	0.453215	13015.761719
3574.493137	1.234951	0.453215	14086.464844
3574.494228	1.199571	0.453215	15395.197266
3574.495221	1.167524	0.453215	16554.548828
3574.496106	1.140377	0.453215	17563.783203
3574.497124	0.686195	0.453215	18262.330078
3574.498163	0.094182	0.453215	18360.185547
3574.499043	0.089960	0.453215	18439.349609
3574.499915	0.090040	0.453215	18517.865234
3574.501012	0.090018	0.453215	18616.615234
3574.501966	0.089886	0.453215	18702.367187
3574.502824	0.089974	0.453215	18779.564453
3574.503835	0.090077	0.453215	18870.632812
3574.504878	0.089960	0.453215	18964.460937
3574.505769	0.089974	0.453215	19044.628906
3574.506684	0.090037	0.453215	19127.011719
3575.496492	1.147449	0.458984	618.474854
3575.497552	1.562289	0.458984	2274.500977
3575.498529	1.534790	0.458984	3773.990723
