time (s)	det(V)
3553.084883	0.501100	
3553.086463	0.500491	
3553.087984	0.499827	
3553.089581	0.500959	
3553.091064	0.500443	
3553.092658	0.498981	
3553.094163	0.496918	
3553.095764	0.496391	
3553.097261	0.495110	
3553.098821	0.493128	
3553.100363	0.492709	
3553.101881	0.494207	
3553.103432	0.490276	
3553.104975	0.491633	
3553.106542	0.490191	
3553.108044	0.488902	
3553.109622	0.485752	
3553.111143	0.483625	
3553.112759	0.484837	
3553.114253	0.481067	
3553.115814	0.479403	
3553.117347	0.479572	
3553.118926	0.480402	
3553.120453	0.477663	
3553.121988	0.477909	
3553.123550	0.476724	
3553.125073	0.475258	
3553.126656	0.471838	
3553.128156	0.471842	
3553.129749	0.471838	
3553.131258	0.470247	
3553.132862	0.468994	
3553.134347	0.470348	
3553.135950	0.469421	
3553.137594	0.467314	
3553.139201	0.466633	
3553.140880	0.466440	
3553.142457	0.463004	
3553.144153	0.460865	
3553.145725	0.460712	
3553.147424	0.458698	
3553.148995	0.457050	
3553.150663	0.456188	
3553.152225	0.456031	
3553.153915	0.452724	
3553.155436	0.452433	
3553.157200	0.450577	
3553.158676	0.446468	
3553.160451	0.442717	
3553.161936	0.440675	
3553.163699	0.437807	
3553.165183	0.433061	
3553.166947	0.431055	
3553.168440	0.429347	
3553.170218	0.424787	
3553.171707	0.421903	
3553.173378	0.420090	
3553.174897	0.418523	
3553.176534	0.413830	
3553.178082	0.409983	
3553.179688	0.405963	
3553.181282	0.399224	
3553.182849	0.394905	
3553.184466	0.391847	
3553.186004	0.386973	
3553.187679	0.380359	
3553.189166	0.376069	
3553.190869	0.370340	
3553.192345	0.363299	
3553.194045	0.354412	
3553.195529	0.350509	
3553.197244	0.343153	
3553.198737	0.337171	
3553.200438	0.332031	
3553.201924	0.327427	
3553.203637	0.319229	
3553.205119	0.314121	
3553.206721	0.308554	
3553.208252	0.301561	
3553.209802	0.293730	
3553.211418	0.287091	
3553.212906	0.282519	
3553.214585	0.274740	
3553.216077	0.268702	
3553.217721	0.264948	
3553.219245	0.260355	
3553.220888	0.252291	
3553.222366	0.248339	
3553.224008	0.243231	
3553.225487	0.236455	
3553.227116	0.228596	
3553.228600	0.226147	
3553.230221	0.220173	
3553.231749	0.214992	
3553.233329	0.210199	
3553.234878	0.207681	
3553.236436	0.202891	
3553.238042	0.197634	
3553.239536	0.194371	
3553.241193	0.190444	
3553.242692	0.185473	
3553.244354	0.179640	
3553.245848	0.178101	
3553.247464	0.172687	
3553.248950	0.168868	
3553.250515	0.167595	
3553.252021	0.167035	
3553.253559	0.162886	
3553.255122	0.159615	
3553.256624	0.158652	
3553.258201	0.154906	
3553.259730	0.151103	
3553.261321	0.148622	
3553.262824	0.148070	
3553.264397	0.144452	
3553.265933	0.141830	
3553.267524	0.141641	
3553.269027	0.141532	
3553.270565	0.138917	
3553.272102	0.137657	
3553.273655	0.136440	
3553.275190	0.134100	
3553.276687	0.130466	
3553.278270	0.129386	
3553.279798	0.128871	
3553.281407	0.126679	
3553.282907	0.125092	
3553.284466	0.125692	
3553.286030	0.124621	
3553.287553	0.122498	
3553.289122	0.122357	
3553.290647	0.122063	
3553.292228	0.117974	
3553.293723	0.115279	
3553.295321	0.114780	
