time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
8285.865596	87.495697	0.621146	0.035439	235
8287.890487	87.634590	0.619686	0.035809	237
8289.914467	87.719109	0.617920	0.036122	239
8291.941129	87.728104	0.617875	0.036034	241
8293.968712	87.663086	0.616184	0.036422	243
8295.997761	87.606857	0.624900	0.035875	245
8298.032831	87.534424	0.638691	0.035126	247
8300.068102	87.507782	0.651506	0.034580	249
8302.101865	87.540085	0.663179	0.033896	251
8304.128237	87.591705	0.673951	0.033386	253
8306.157784	87.667549	0.685047	0.032951	255
8308.190092	87.442436	0.702454	0.032525	1
8310.222849	87.100609	0.713413	0.032435	3
8312.258721	87.143616	0.725462	0.032001	5
8314.298492	87.253822	0.736853	0.031519	7
8316.332028	87.346237	0.749451	0.031008	9
8318.366104	87.409225	0.762297	0.030441	11
8320.398554	87.436050	0.775376	0.029962	13
8322.428388	87.392647	0.787319	0.029763	15
8324.458206	87.284386	0.798308	0.029620	17
8326.487961	87.252701	0.807958	0.029450	19
8328.516710	87.301582	0.816010	0.029291	21
8330.545977	87.357895	0.825120	0.029021	23
8332.575253	87.403648	0.833125	0.028720	25
8334.604588	87.451210	0.841526	0.028563	27
8336.634106	87.414780	0.848784	0.028069	29
8338.664338	87.407005	0.855962	0.027657	31
8340.694825	87.341614	0.863667	0.027239	33
8342.725792	87.259537	0.870236	0.026915	35
8344.756198	87.192085	0.876488	0.026880	37
8346.785513	87.148582	0.882600	0.027236	39
8348.813958	87.156181	0.888936	0.026917	41
8350.841311	87.157967	0.893871	0.026944	43
8352.868363	87.259293	0.899330	0.026543	45
8354.895249	87.392265	0.904953	0.026714	47
8356.922444	87.543442	0.909528	0.026451	49
8358.949439	87.701607	0.913946	0.026387	51
8360.976591	87.781395	0.918716	0.026433	53
8363.003520	87.846069	0.923020	0.026106	55
8365.031685	87.837753	0.927164	0.025983	57
8367.059456	87.841110	0.932723	0.026142	59
8369.087199	87.785301	0.937679	0.026369	61
8371.115188	87.766014	0.943134	0.026297	63
8373.143520	87.707123	0.947974	0.026420	65
8375.171487	87.643997	0.953047	0.026697	67
8377.199558	87.635536	0.958995	0.026632	69
8379.228361	87.569107	0.962647	0.026728	71
8381.257790	87.553062	0.966060	0.026850	73
8383.288020	87.531052	0.968798	0.026867	75
8385.318686	87.563225	0.973301	0.026953	77
8387.349925	87.615273	0.977085	0.027152	79
8389.380987	87.713432	0.980405	0.027130	81
8391.410163	87.771042	0.985420	0.026905	83
8393.437672	87.801071	0.991847	0.026910	85
8395.465057	87.742104	0.996188	0.027052	87
8397.491978	87.677032	0.999857	0.026949	89
8399.519357	87.652908	1.001844	0.026925	91
8401.546407	87.633537	1.003884	0.026994	93
8403.573657	87.661476	1.005822	0.027194	95
8405.601461	87.691727	1.008259	0.027102	97
8407.629237	87.686508	1.011745	0.027126	99
8409.657002	87.691177	1.015476	0.027493	101
8411.685331	87.660561	1.017225	0.027536	103
8413.713418	87.639557	1.018825	0.027866	105
8415.741432	87.562927	1.020966	0.027919	107
8417.769211	87.534370	1.022082	0.027776	109
8419.796308	87.523506	1.024196	0.027729	111
8421.823473	87.547661	1.025467	0.027799	113
8423.849655	87.574821	1.028011	0.027965	115
8425.875791	87.667015	1.029407	0.027656	117
8427.901988	87.801186	1.031666	0.027934	119
8429.927429	87.902367	1.033720	0.028051	121
8431.953832	88.033524	1.035144	0.028175	123
8433.980423	88.104645	1.036328	0.028119	125
8436.007171	88.159760	1.037661	0.027862	127
